19.04.2015                                                                                  Dynamic List Display                                                                                          1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  OLTPSOURCE                    |LOGSYS    |OBJVERS|ISOURCE                      |TRANSTRU                  |ISOSTYPE|ISTYPE|TSTPNM  |           TIMESTMP|CONTREL|       CONTTIMESTMP|ISSRCTYPE|INVISIBLE|
|  0TCT_MON_IS_01                |P20CLNT023|D      |0TCT_MON_IS_01               |X                         |I       |D     |        |                 0 |4.0/01 |20,040,219,143,304 |         |         |
|  0TCT_MON_IS_01                |P2CCLNT023|D      |0TCT_MON_IS_01               |X                         |I       |D     |        |                 0 |4.0/01 |20,040,219,143,304 |         |         |
|  0TCT_MON_IS_01                |P2SCLNT023|D      |0TCT_MON_IS_01               |X                         |I       |D     |        |                 0 |4.0/01 |20,040,219,143,304 |         |         |
|  0TCT_MON_IS_01                |P2WCLNT023|D      |0TCT_MON_IS_01               |X                         |I       |D     |        |                 0 |4.0/01 |20,040,219,143,304 |         |         |
|  0TENAN_LAW_TEXT               |P20CLNT023|D      |0TENAN_LAW                   |X                         |O       |T     |        |                 0 |3.3/01 |20,030,826,121,355 |         |         |
|  0TE_PROCTYP_TEXT              |P2CCLNT023|D      |0TE_PROCTYP                  |X                         |O       |T     |        |                 0 |7.0/03 |20,060,109,134,715 |         |         |
|  0TE_SELTYPE_TEXT              |P2CCLNT023|D      |0TE_SELTYPE                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,714,072,948 |         |         |
|  0TE_SERVTYP_TEXT              |P2CCLNT023|D      |0TE_SERVTYP                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,624,142,030 |         |         |
|  0TIME_STAT_TEXT               |P20CLNT023|D      |0TIME_STAT                   |X                         |O       |T     |        |                 0 |3.3/01 |20,030,703,063,209 |         |         |
|  0TRAINCONTENT_ATTR            |P20CLNT023|D      |0TRACONTENT                  |X                         |O       |M     |        |                 0 |3.3/01 |20,030,722,111,528 |         |         |
|  0TRAINCONTENT_TEXT            |P20CLNT023|D      |0TRACONTENT                  |X                         |O       |T     |        |                 0 |3.3/01 |20,030,722,111,502 |         |         |
|  0TRAINFORM_TEXT               |P20CLNT023|D      |0TRAINFORM                   |X                         |O       |T     |        |                 0 |3.3/01 |20,030,806,134,515 |         |         |
|  0TRAINING_ATTR                |P20CLNT023|D      |0TRAINING                    |X                         |O       |M     |        |                 0 |3.2/01 |20,030,409,131,708 |         |         |
|  0TRAINING_HIER                |P20CLNT023|D      |0TRAINING                    |                          |O       |H     |        |                 0 |3.2/01 |20,030,401,085,607 |         |         |
|  0TRAINING_TEXT                |P20CLNT023|D      |0TRAINING                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,409,131,614 |         |         |
|  0TRAINTYPE_ATTR               |P20CLNT023|D      |0TRAINTYPE                   |X                         |O       |M     |        |                 0 |3.3/01 |20,030,724,133,016 |         |         |
|  0TRAINTYPE_TEXT               |P20CLNT023|D      |0TRAINTYPE                   |X                         |O       |T     |        |                 0 |3.3/01 |20,030,724,133,127 |         |         |
|  0TRANSCONN_TEXT               |P20CLNT023|D      |0TRANSCONN                   |X                         |O       |T     |        |                 0 |3.3/01 |20,030,826,122,535 |         |         |
|  0TRANSPORT_TEXT               |P20CLNT023|D      |0AD_TRNSP_C                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,321,165,642 |         |         |
|  0TRANSTYPE_ATTR               |P20CLNT023|A      |0TRANSTYPE                   |                          |O       |M     |        |19,990,703,052,144 |       |                 0 |         |         |
|  0TRANSTYPE_ATTR               |P20CLNT023|D      |0TRANSTYPE                   |X                         |O       |M     |        |                 0 |7.0/04 |20,080,414,133,943 |         |         |
|  0TRANSTYPE_ATTR               |P20CLNT023|T      |0TRANSTYPE                   |                          |O       |M     |        |19,990,703,052,144 |       |                 0 |         |         |
|  0TRANSTYPE_TEXT               |D10CLNT032|T      |0TRANSTYPE                   |                          |O       |T     |        |19,990,703,052,144 |       |                 0 |         |         |
|  0TRANSTYPE_TEXT               |D11CLNT033|T      |0TRANSTYPE                   |                          |O       |T     |        |19,990,703,052,144 |       |                 0 |         |         |
|  0TRANSTYPE_TEXT               |P20CLNT023|A      |0TRANSTYPE                   |                          |O       |T     |        |20,000,924,005,552 |       |                 0 |         |         |
|  0TRANSTYPE_TEXT               |P20CLNT023|D      |0TRANSTYPE                   |X                         |O       |T     |        |                 0 |7.0/04 |20,080,415,022,411 |         |         |
|  0TRZONE_TEXT                  |P20CLNT023|A      |0TRZONE                      |0TRZONE_TEXT_PA           |O       |T     |        |                 0 |2.0/01 |19,990,922,120,409 |         |         |
|  0TRZONE_TEXT                  |P20CLNT023|D      |0TRZONE                      |X                         |O       |T     |        |                 0 |3.3/01 |20,030,430,074,549 |         |         |
|  0TRZONE_TEXT                  |P2CCLNT023|D      |0TRZONE                      |X                         |O       |T     |        |                 0 |3.3/01 |20,030,430,074,549 |         |         |
|  0TRZONE_TEXT                  |P2SCLNT023|D      |0TRZONE                      |X                         |O       |T     |        |                 0 |3.3/01 |20,030,430,074,549 |         |         |
|  0TRZONE_TEXT                  |P2WCLNT023|D      |0TRZONE                      |X                         |O       |T     |        |                 0 |3.3/01 |20,030,430,074,549 |         |         |
|  0TR_CM_1                      |P20CLNT023|D      |0TR_CM_1                     |X                         |I       |D     |        |                 0 |3.0/01 |20,010,328,061,745 |         |         |
|  0TR_LP_1                      |P20CLNT023|D      |0TR_LP_1                     |X                         |I       |D     |        |                 0 |3.1/01 |20,020,711,153,927 |         |         |
|  0TV_ABOVLIM_TEXT              |P20CLNT023|D      |0TV_ABOVLIM                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,413,104,517 |         |         |
|  0TV_ACCO_ST_TEXT              |P20CLNT023|D      |0TV_ACCO_ST                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,101,217 |         |         |
|  0TV_ACTYPE_TEXT               |P20CLNT023|D      |0TV_ACTYPE                   |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,123,033 |         |         |
|  0TV_APPR_ST_TEXT              |P20CLNT023|D      |0TV_APPR_ST                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,132,536 |         |         |
|  0TV_CARAREA_TEXT              |P20CLNT023|D      |0TV_CARAREA                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,083,810 |         |         |
|  0TV_CARPROV_TEXT              |P20CLNT023|D      |0TV_CARPROV                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,103,035 |         |         |
|  0TV_COUNTRY_TEXT              |P20CLNT023|D      |0TV_COUNTRY                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,114,539 |         |         |
|  0TV_CTOTRAT_TEXT              |P20CLNT023|D      |0TV_CTOTRAT                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,321,110,013 |         |         |
|  0TV_C_CLASS_TEXT              |P20CLNT023|D      |0TV_C_CLASS                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,082,955 |         |         |
|  0TV_C_STAT_TEXT               |P20CLNT023|D      |0TV_C_STAT                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,084,216 |         |         |
|  0TV_C_TYPES_TEXT              |P20CLNT023|D      |0TV_C_TYPES                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,084,659 |         |         |
|  0TV_EXPCAT_TEXT               |P20CLNT023|D      |0TV_EXPCAT                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,131,516 |         |         |
|  0TV_EXPTYPE_ATTR              |P20CLNT023|D      |0TV_EXPTYPE                  |X                         |O       |M     |        |                 0 |2.1/01 |20,000,915,124,523 |         |         |
|  0TV_EXPTYPE_TEXT              |P20CLNT023|D      |0TV_EXPTYPE                  |X                         |O       |T     |        |                 0 |2.1/01 |20,000,915,124,646 |         |         |
|  0TV_FAIRLIN_TEXT              |P20CLNT023|D      |0TV_FAIRLIN                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,413,105,711 |         |         |
|  0TV_FARETYP_TEXT              |P20CLNT023|D      |0TV_FARETYP                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,090,125 |         |         |
|  0TV_FRESFAR_TEXT              |P20CLNT023|D      |0TV_FRESFAR                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,085,104 |         |         |
|  0TV_F_CABIN_TEXT              |P20CLNT023|D      |0TV_F_CABIN                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,100,518 |         |         |
|  0TV_F_STAT_TEXT               |P20CLNT023|D      |0TV_F_STAT                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,085,437 |         |         |
|  0TV_HMEALS_TEXT               |P20CLNT023|D      |0TV_HMEALS                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,418,163,550 |         |         |
|  0TV_HOTAREA_TEXT              |P20CLNT023|D      |0TV_HOTAREA                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,418,164,653 |         |         |
|  0TV_HOTPROV_TEXT              |P20CLNT023|D      |0TV_HOTPROV                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,321,110,242 |         |         |
|  0TV_HROOMTP_TEXT              |P20CLNT023|D      |0TV_HROOMTP                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,418,150,647 |         |         |
|  0TV_H_STAT_TEXT               |P20CLNT023|D      |0TV_H_STAT                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,418,152,242 |         |         |
|  0TV_PACTYPE_TEXT              |P20CLNT023|D      |0TV_PACTYPE                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,124,517 |         |         |
|  0TV_PAIDCOM_TEXT              |P20CLNT023|D      |0TV_PAIDCOM                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,413,103,234 |         |         |
|  0TV_PLOCTYP_TEXT              |P20CLNT023|D      |0TV_PLOCTYP                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,130,254 |         |         |
|  0TV_PL_STAT_TEXT              |P20CLNT023|D      |0TV_PL_STAT                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,123,748 |         |         |
|  0TV_P_CATEG_TEXT              |P20CLNT023|D      |0TV_P_CATEG                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,132,348 |         |         |
|  0TV_P_ETYPE_TEXT              |P20CLNT023|D      |0TV_P_ETYPE                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,406,123,718 |         |         |
|  0TV_P_LOCID_ATTR              |P20CLNT023|D      |0TV_P_LOCID                  |X                         |O       |M     |        |                 0 |3.0/01 |20,010,717,120,243 |         |         |
|  0TV_P_LOCID_ILOC_HIER         |P20CLNT023|D      |0TV_P_LOCID                  |                          |O       |H     |        |                 0 |2.1/01 |20,000,915,130,706 |         |         |
|  0TV_P_LOCID_TEXT              |P20CLNT023|D      |0TV_P_LOCID                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,413,121,843 |         |         |
|  0TV_P_UCAT_TEXT               |P20CLNT023|D      |0TV_P_UCAT                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,124,152 |         |         |
|  0TV_P_USERG_TEXT              |P20CLNT023|D      |0TV_P_USERG                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,418,153,202 |         |         |
|  0TV_REGION_TEXT               |P20CLNT023|D      |0TV_REGION                   |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,103,501 |         |         |
|  0TV_SCHEMA_TEXT               |P20CLNT023|D      |0TV_SCHEMA                   |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,115,311 |         |         |
|  0TV_TRANDME_TEXT              |P20CLNT023|D      |0TV_TRANDME                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,101,433 |         |         |
|  0TV_TRANPAY_TEXT              |P20CLNT023|D      |0TV_TRANPAY                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,101,858 |         |         |
|  0TV_TRAN_FI_TEXT              |P20CLNT023|D      |0TV_TRAN_FI                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,101,657 |         |         |
|  0TV_TSALESI_TEXT              |P20CLNT023|D      |0TV_TSALESI                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,124,534 |         |         |
|  0TV_TSTMODE_TEXT              |P20CLNT023|D      |0TV_TSTMODE                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,125,000 |         |         |
|  0TV_TST_LOC_TEXT              |P20CLNT023|D      |0TV_TST_LOC                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,605,130,611 |         |         |
|  0TV_TT_COMP_TEXT              |P20CLNT023|D      |0TV_TT_COMP                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,113,823 |         |         |
|  0TV_TT_STAT_TEXT              |P20CLNT023|D      |0TV_TT_STAT                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,112,130 |         |         |
|  0TV_VARIANT_TEXT              |P20CLNT023|D      |0TV_VARIANT                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,417,114,927 |         |         |
|  0UCBU_PART_ATTR               |P20CLNT023|D      |0UCBU_PART2                  |X                         |I       |D     |        |                 0 |3.1/01 |20,020,923,125,427 |         |         |
|  0UCCALOR_AR_TEXT              |P20CLNT023|D      |0UCCALOR_AR                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,126,174,732 |         |         |
|  0UCCANCREAS_TEXT              |P20CLNT023|D      |0UCCANCREAS                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,509,174,445 |         |         |
|  0UCCERTIFRQ_TEXT              |P20CLNT023|D      |0UCCERTIFTY                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,218,135,639 |         |         |
|  0UCCLEANOBJ_ATTR              |P20CLNT023|D      |0UCCLEANOBJ                  |X                         |O       |M     |        |                 0 |3.5/03 |20,040,923,124,112 |         |         |
|  0UCCLEANOBJ_TEXT              |P20CLNT023|D      |0UCCLEANOBJ                  |X                         |O       |T     |        |                 0 |3.5/03 |20,040,923,124,210 |         |         |
|  0UCCONSTYPE_TEXT              |P20CLNT023|D      |0UCCONSTYPE                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,112,172,439 |         |         |
|  0UCCONTRACTH_ATTR             |P20CLNT023|D      |0UCCONTRACT3                 |X                         |I       |D     |        |                 0 |3.5/02 |20,040,406,133,740 |         |         |
|  0UCCONTRACT_ATTR              |P20CLNT023|D      |0UCCONTRACT2                 |X                         |I       |D     |        |                 0 |3.5/02 |20,031,008,163,000 |         |         |
|  0UCCON_CLAS_TEXT              |P20CLNT023|D      |0UCCON_CLAS                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,104,206 |         |         |
|  0UCC_QUOOP_TEXT               |P2SCLNT023|D      |0UCC_QUOOP                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,212,163,932 |         |         |
|  0UCC_QUOOP_TEXT               |P2WCLNT023|D      |0UCC_QUOOP                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,212,163,932 |         |         |
|  0UCDEREGPRC_TEXT              |P20CLNT023|D      |0UCDEREGPRC                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,203,085,403 |         |         |
|  0UCDEVALLTY_TEXT              |P20CLNT023|D      |0UCDEVALLTY                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,127,093,214 |         |         |
|  0UCDEVGRPTY_TEXT              |P20CLNT023|D      |0UCDEVGRPTY                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,127,093,131 |         |         |
|  0UCDIVISCAT_TEXT              |P20CLNT023|D      |0UCDIVISCAT                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,127,093,443 |         |         |
|  0UCGAS_PR_A_TEXT              |P20CLNT023|D      |0UCGAS_PR_A                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,128,101,754 |         |         |
|  0UCLOGICREG                   |P20CLNT023|D      |0UCLOGICREG                  |X                         |O       |M     |        |                 0 |3.5/02 |20,031,125,163,727 |         |         |
|  0UCMTRDUNIT_ATTR              |P20CLNT023|D      |0UCMTRDUNIT                  |X                         |O       |M     |        |                 0 |3.5/02 |20,040,311,091,508 |         |         |
|  0UCOPERAND_ATTR               |P20CLNT023|D      |0UCOPERAND                   |X                         |O       |M     |        |                 0 |3.5/02 |20,031,113,094,715 |         |         |
|  0UCOPER_CAT_TEXT              |P20CLNT023|D      |0UCOPER_CAT                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,111,152,311 |         |         |
|  0UCOPER_GRP_TEXT              |P20CLNT023|D      |0UCOPER_GRP                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,112,172,314 |         |         |
|  0UCOPER_RV_TEXT               |P20CLNT023|D      |0UCOPER_RV                   |X                         |O       |T     |        |                 0 |3.5/02 |20,031,112,171,545 |         |         |
|  0UCOP_WASTR_TEXT              |P20CLNT023|D      |0UCOP_WASTR                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,113,094,306 |         |         |
|  0UCPREMISE_ATTR               |P20CLNT023|D      |0UCPREMISE                   |X                         |O       |M     |        |                 0 |3.0/02 |20,020,131,181,219 |         |         |
|  0UCREFVLTYP_TEXT              |P20CLNT023|D      |0UCREFVLTYP                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,112,171,029 |         |         |
|  0UCSETTLPRP_ATTR              |P20CLNT023|D      |0UCSETTLPRP                  |X                         |O       |M     |        |                 0 |7.0/02 |20,050,330,071,239 |         |         |
|  0UCSRV_PAY_TEXT               |P20CLNT023|D      |0UCSRV_PAY                   |X                         |O       |T     |        |                 0 |3.5/02 |20,031,203,131,618 |         |         |
|  0UCSTAQNO_TEXT                |P2SCLNT023|D      |0UCSTAQUO                    |X                         |O       |T     |        |                 0 |3.1/01 |20,021,007,144,157 |         |         |
|  0UCSTAQNO_TEXT                |P2WCLNT023|D      |0UCSTAQUO                    |X                         |O       |T     |        |                 0 |3.1/01 |20,021,007,144,157 |         |         |
|  0UCSTA_QNT_TEXT               |P2SCLNT023|D      |0UCSTA_QNT                   |X                         |O       |T     |        |                 0 |3.1/01 |20,020,911,112,718 |         |         |
|  0UCSTA_QNT_TEXT               |P2WCLNT023|D      |0UCSTA_QNT                   |X                         |O       |T     |        |                 0 |3.1/01 |20,020,911,112,718 |         |         |
|  0UC_ABLEINHEIT_TEXT           |P20CLNT023|D      |0UCMTRDUNIT                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,084,731 |         |         |
|  0UC_ABLSPERR_TEXT             |P20CLNT023|D      |0UCMRBLC_RS                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,102,705 |         |         |
|  0UC_ABRFREIG_TEXT             |P20CLNT023|D      |0UCREL_REAS                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,085,417 |         |         |
|  0UC_ABRSPERR_TEXT             |P20CLNT023|D      |0UCBLC_REAS                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,091,639 |         |         |
|  0UC_ABRVORG_TEXT              |P20CLNT023|D      |0UCBILLREAS                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,084,519 |         |         |
|  0UC_ACCNTBP_ATTR              |P20CLNT023|D      |0FC_ACCNTBP                  |X                         |O       |M     |        |                 0 |3.0/01 |20,010,404,145,352 |         |         |
|  0UC_ACTIVITY_TEXT             |P20CLNT023|D      |0UCCONT_ACT                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,092,842 |         |         |
|  0UC_ACTIVMR_TEXT              |P20CLNT023|D      |0UC_ACTIVMR                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,128,101,714 |         |         |
|  0UC_AKLASSE_TEXT              |P20CLNT023|D      |0UCBILL_CLA                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,085,830 |         |         |
|  0UC_ANLART_TEXT               |P20CLNT023|D      |0UCINST_TY                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,091,757 |         |         |
|  0UC_APPLK_TEXT                |P20CLNT023|D      |0CAAPPLK                     |X                         |O       |T     |        |                 0 |2.1/01 |20,000,920,083,219 |         |         |
|  0UC_ARCRCOM_TEXT              |P20CLNT023|D      |0UC_ARCRCOM                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,128,102,329 |         |         |
|  0UC_BAUKLAS_TEXT              |P20CLNT023|D      |0UCCONSTCLA                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,091,907 |         |         |
|  0UC_BBPROC_TEXT               |P20CLNT023|D      |0UC_BBPROC                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,091,648 |         |         |
|  0UC_BGLART_TEXT               |P20CLNT023|D      |0UCCERTIFTY                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,122,124,251 |         |         |
|  0UC_BGLKENN_TEXT              |P20CLNT023|D      |0UCCERTDET                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,092,416 |         |         |
|  0UC_BGLSTAT_TEXT              |P20CLNT023|D      |0UCCERTIFST                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,092,155 |         |         |
|  0UC_BILLMETHOD_TEXT           |P20CLNT023|D      |0UCBILLMETH                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,091,232 |         |         |
|  0UC_BILLSRC_TEXT              |P20CLNT023|D      |0UC_BILLSRC                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,203,131,253 |         |         |
|  0UC_BOSTAT_TEXT               |P20CLNT023|D      |0UC_BOSTAT                   |X                         |O       |T     |        |                 0 |3.5/02 |20,031,128,102,251 |         |         |
|  0UC_CCLASS_TEXT               |P20CLNT023|D      |0UCCONT_CL                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,093,435 |         |         |
|  0UC_CHCKCD_TEXT               |P20CLNT023|D      |0UC_CHCKCD                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,322,084,910 |         |         |
|  0UC_CNCLRSN_TEXT              |P20CLNT023|D      |0UCDECANRSN                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,531,173,723 |         |         |
|  0UC_COMBDEV_TEXT              |P20CLNT023|D      |0UC_COMBDEV                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,128,102,053 |         |         |
|  0UC_COMMGRP_TEXT              |P20CLNT023|D      |0UC_COMMGRP                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,311,130,229 |         |         |
|  0UC_CONNOBJ_ATTR              |P20CLNT023|D      |0UC_CONNOBJ                  |X                         |O       |M     |        |                 0 |3.5/03 |20,040,628,085,705 |         |         |
|  0UC_CONSCAT_TEXT              |P20CLNT023|D      |0UC_CONSCAT                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,103,729 |         |         |
|  0UC_CONTOWN_TEXT              |P20CLNT023|D      |0UC_CONTOWN                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,112,171,413 |         |         |
|  0UC_CREAVAL_TEXT              |P20CLNT023|D      |0UC_CREAVAL                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,110,081,939 |         |         |
|  0UC_CTYPE_TEXT                |P20CLNT023|D      |0UCCONT_TY                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,093,016 |         |         |
|  0UC_CT_ADDINFO_TEXT           |P20CLNT023|D      |0UCCTADDINF                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,104,418 |         |         |
|  0UC_CT_COMING_TEXT            |P20CLNT023|D      |0UCCONT_SRC                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,093,101 |         |         |
|  0UC_CT_CUSTINFO_TEXT          |P20CLNT023|D      |0UCCTCSTINF                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,101,022 |         |         |
|  0UC_CT_PRIORITY_TEXT          |P20CLNT023|D      |0UCCT_PRIOR                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,093,429 |         |         |
|  0UC_DAYOFFS_TEXT              |P20CLNT023|D      |0UC_DAYOFFS                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,110,075,601 |         |         |
|  0UC_DEVCAT_ATTR               |P20CLNT023|D      |0MATERIAL                    |X                         |O       |M     |        |                 0 |2.1/01 |20,000,919,124,833 |         |         |
|  0UC_DEVGRP_ATTR               |P20CLNT023|D      |0UC_DEVGRP                   |X                         |O       |M     |        |                 0 |3.5/02 |20,040,304,152,227 |         |         |
|  0UC_DEXPROC_TEXT              |P20CLNT023|D      |0UCDEXPROC                   |X                         |O       |T     |        |                 0 |7.0/02 |20,050,427,095,048 |         |         |
|  0UC_DEXSTAT_TEXT              |P20CLNT023|D      |0UCDEXSTATU                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,613,125,952 |         |         |
|  0UC_DISCOTY_TEXT              |P20CLNT023|D      |0UC_DISCOTY                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,103,742 |         |         |
|  0UC_DISCPRV_TEXT              |P20CLNT023|D      |0UC_DISCPRV                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,091,949 |         |         |
|  0UC_DISCREAS_TEXT             |P20CLNT023|D      |0DISC_REAS                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,102,204 |         |         |
|  0UC_DOCSTAT_TEXT              |P20CLNT023|D      |0UCDEDOCST                   |X                         |O       |T     |        |                 0 |7.0/02 |20,050,531,172,828 |         |         |
|  0UC_DOCTYPE_TEXT              |P20CLNT023|D      |0UCDEDOCTYP                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,531,174,015 |         |         |
|  0UC_DRGPARA_TEXT              |P20CLNT023|D      |0UC_DRGPARA                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,422,142,257 |         |         |
|  0UC_DRGSCCO_ATTR              |P20CLNT023|D      |0UC_DRGSCCO                  |X                         |O       |M     |        |                 0 |7.0/02 |20,050,613,131,236 |         |         |
|  0UC_DRGSCCO_TEXT              |P20CLNT023|D      |0UC_DRGSCCO                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,613,131,311 |         |         |
|  0UC_DRGSCEN_ATTR              |P20CLNT023|D      |0UC_DRGSCEN                  |X                         |O       |M     |        |                 0 |7.0/02 |20,050,401,070,758 |         |         |
|  0UC_DRGSCEN_TEXT              |P20CLNT023|D      |0UC_DRGSCEN                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,401,070,907 |         |         |
|  0UC_DRGSCSE_ATTR              |P20CLNT023|D      |0UC_DRGSCSE                  |X                         |O       |M     |        |                 0 |7.0/02 |20,050,830,160,014 |         |         |
|  0UC_DRGSCSE_TEXT              |P20CLNT023|D      |0UC_DRGSCSE                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,613,125,655 |         |         |
|  0UC_EIGENVERBR_TEXT           |P20CLNT023|D      |0UCOWNCONS                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,092,339 |         |         |
|  0UC_ERGRD_TEXT                |P20CLNT023|D      |0UCCRTREAS                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,092,552 |         |         |
|  0UC_FRAN_TYPE_TEXT            |P20CLNT023|D      |0UCFRAN_CAT                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,100,905 |         |         |
|  0UC_FUNKLAS_TEXT              |P20CLNT023|D      |0UCFUNCCLAS                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,092,605 |         |         |
|  0UC_GASPROC_TEXT              |P20CLNT023|D      |0UC_GASPROC                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,127,093,053 |         |         |
