19.04.2015                                                                                                                                                                                                                                                                                      Dynamic List Display                                                                                                                                                                                                                                                                                              1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  TRANID                          |OBJVERS|OBJSTAT|CONTREL|       CONTTIMESTMP|OWNER   |BWAPPL|ACTIVFL|TSTPNM  |           TIMESTMP|SOURCETYPE|SOURCESUBTYPE|SOURCENAME                              |TARGETTYPE|TARGETSUBTYPE|TARGETNAME                |STARTROUTINE             |ENDROUTINE               |EXPERT                   |GLBCODE                  |TRANPROG                 |VERSION_CUR|TARGET_TAB_TYPE|IS_SHADOW|SHADOW_TRANID                   |GLBCODE2                 |ALL_FIELDS|ORGTRANID                       |TXTSH|TXTMD|TXTLG                                                       |
|  0M9ER10D1R9J93YJ8RUBBU74ZPPU0827|D      |INA    |7.0/03 |20,070,926,073,014 |SAP     |      |X      |SAP     |20,070,926,073,014 |TRCS      |             |0UC_CM_CL_INV02_70                      |ODSO      |             |0UCCMDS17                 |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0M9FFLGVZSXM7KTSYSZT9HBRCP1GHBQI|D      |INA    |7.0/04 |20,080,408,062,829 |SAP     |      |       |SAP     |20,080,408,062,829 |RSDS      |             |0FC_DUN_ACTIVITIES            R/3701    |TRCS      |             |0FC_DUN_ACTIVITIES        |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0M9M35FOY9W9S14UO0Z9QBX9PWP0UFXZ|D      |INA    |7.0/03 |20,070,426,140,838 |SAP     |      |       |SAP     |20,070,426,140,838 |RSDS      |             |0ME_SERVCAT_TEXT              R/3700    |IOBJ      |TEXT         |0ME_SERVCAT               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0M9PFZC2ROISEFNHM9RSZ868MDBTEWBF|D      |INA    |7.0/05 |20,090,227,162,231 |SAP     |      |       |SAP     |20,090,227,162,231 |RSDS      |             |0GPC_CN_DTEVT_TEXT            SAPGRC010 |IOBJ      |TEXT         |0GPC_CNDTEV               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0M9UA6MZHZIYXOFWPDEHJE7NPWJQ0NRQ|D      |INA    |7.0/03 |20,070,608,143,847 |SAP     |      |       |SAP     |20,070,608,143,847 |RSDS      |             |0CCMS_ASR_DATA                SAP002    |CUBE      |             |0CCMSARC                  |                         |                         |4624TVOHFDGS0OCE37QRRX6GV|4624TTZ17ON3VO0SSJ81JHGQN|                         |         0 |               |X        |                                |4624TU6PQN8TEAK8YDADTJFGF|          |                                |     |     |                                                            |
|  0MA5RYUJEXNV6I56QXJYHIPIG96Q608X|D      |INA    |7.0/03 |20,071,223,145,514 |SAP     |      |X      |SAP     |20,071,223,145,514 |RSDS      |             |0GAE_UAR_ROLE                 PC_FILE   |ODSO      |             |0GAE_UARR                 |                         |                         |                         |4GWAD567I3WHW024N4DRJJ8KT|                         |         0 |               |         |0LNLAQEG00NH7W660ZF9Z1IOLUJ1R76N|4GWAD5DW12I7EMLKSYG3TL7AL|          |0LNLAQEG00NH7W660ZF9Z1IOLUJ1R76N|     |     |                                                            |
|  0MA5YPJ72CV69GVMRGAJGDYNY8XWFOTO|D      |INA    |7.0/03 |20,070,924,070,709 |SAP     |      |X      |SAP     |20,070,924,070,709 |TRCS      |             |0UC_INVLINA_70                          |ODSO      |             |0UCDEDS09                 |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0MA69HJCK0WVR1KUZDGO44YDQQGS4IFZ|D      |INA    |7.0/03 |20,071,210,073,506 |SAP     |      |       |SAP     |20,071,210,073,506 |RSDS      |             |0GAE_SOD_FUNC                           |ODSO      |             |0GAE_SODF                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MA9FU23ZH3XQJDM4WBMOGF9H4DLR81V|D      |INA    |7.0/04 |20,080,617,104,028 |SAP     |      |       |SAP     |20,080,617,104,028 |RSDS      |             |0GPC_ELCGRP_TEXT              SAP000001 |IOBJ      |TEXT         |0GPC_ELCGRP               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MAK2DGJA5BWX2U9VCUE5FDCC4OGWKT7|D      |INA    |7.0/03 |20,070,119,153,850 |SAP     |      |       |SAP     |20,070,119,153,850 |RSDS      |             |0CCMS_ASR_DATA                P20CLNT023|CUBE      |             |0CCMSESI                  |                         |                         |4NJ0DL55WL9MUT0AEE5BM8IEP|4NJ0DLCUFJVCDFJQK87NWAH4H|                         |         0 |               |         |0F4K7N08GWCS9TSG5Y1NZXUZC4RBOFEZ|4NJ0DLKIYIH1W236Q2A06CFU9|          |0F4K7N08GWCS9TSG5Y1NZXUZC4RBOFEZ|     |     |                                                            |
|  0MAN6P02RAPK127QA0CI9CW1P7X27RKT|D      |INA    |7.0/05 |20,090,416,201,248 |SAP     |      |       |SAP     |20,090,416,201,248 |RSDS      |             |0GPC_OURE_TEXT                SAPGRC010 |IOBJ      |TEXT         |0GPC_OURE                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MBE6VWEHZ7KLZQ943SSB89V7N4E381Y|D      |INA    |7.0/03 |20,071,223,175,913 |SAP     |      |       |SAP     |20,071,223,175,913 |RSDS      |             |0GAE_MTGTN                    PC_FILE   |ODSO      |             |0GAE_MTGN                 |                         |                         |                         |4GWAC3MASXRQTSZ444XQDXIJX|                         |         0 |               |         |0657BXTHAA7KYYLP9855WYVQ9BNIJY57|4GWAC3TZBWDGCFIK9Z02NZH9P|          |0657BXTHAA7KYYLP9855WYVQ9BNIJY57|     |     | RSDS 0GAE_MTGTN VFACLNT000 -> ODSO 0GAE_MTGN               |
|  0MBOC4RY1M92VAIZR74Y45MF8YTXS2FJ|D      |INA    |7.0/03 |20,071,231,232,203 |SAP     |      |X      |SAP     |20,071,231,232,203 |RSDS      |             |0GAE_APPLN_LOG                ZFLAT3_LEG|ODSO      |             |0GAE_APLG                 |                         |                         |                         |4GWAMOWS0LDEEOEDRJ59HFS4T|                         |         0 |               |         |09T7GP9UFGND3SUUIVLAVC80501YX626|4GWAMP4GJJZ3XAXTXD7LRHQUL|          |09T7GP9UFGND3SUUIVLAVC80501YX626|     |     |                                                            |
|  0MBPQ6JQ1TBPL5AJNOX60WOOAI99G0KS|D      |INA    |7.0/03 |20,070,418,121,311 |SAP     |      |X      |SAP     |20,070,418,121,311 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P20CLNT023|CUBE      |             |0CCMWRHC                  |                         |                         |4NJ0F224IYTF62ZMLI9WVRNZL|4NJ0F29T1XF4OPJ2RCC95TMPD|                         |         0 |               |         |0E5VM9CW8END0VEZWAPQR6TN0WD4OFEX|4NJ0F2HHKW0U7C2IX6ELFVLF5|          |0E5VM9CW8END0VEZWAPQR6TN0WD4OFEX|     |     |                                                            |
|  0MCBASQRRMF2VYR2B5S119JWCOBU6CFF|D      |INA    |7.0/03 |20,070,119,175,950 |SAP     |      |       |SAP     |20,070,119,175,950 |RSDS      |             |0CCMS_ASR_DATA                P20CLNT023|CUBE      |             |0CCMSATAB                 |                         |                         |4NJ0DOCDT0B9M740TX4FT1Z5D|4NJ0DOK2BYWZ4TNGZR6S33XV5|                         |         0 |               |         |0I93R03OXBXYJH6RFPZCS4BKAXRF2EIM|4NJ0DORQUXIONG6X5L94D5WKX|          |0I93R03OXBXYJH6RFPZCS4BKAXRF2EIM|     |     |                                                            |
|  0MCDALNCZ9LUWZW00DQRYXCP2S9DCYO4|D      |INA    |7.0/03 |20,070,924,084,427 |SAP     |      |       |SAP     |20,070,924,084,427 |TRCS      |             |0UC_INVTRANSF01_70                      |ODSO      |             |0UCDEDS12                 |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0MCIMD44B946HSFMVHAZUXYIOM0SYP9M|D      |INA    |7.0/03 |20,070,914,092,335 |SAP     |      |X      |SAP     |20,070,914,092,335 |ODSO      |             |0TB_DS06                                |TRCS      |             |0TB_ML_02                 |                         |                         |                         |473QY49KJSTWEL2A2RQJEJJZZ|                         |         0 |               |         |                                |473QY4H92RFLX7LQ8LSVOLIPR|          |                                |     |     |                                                            |
|  0MCJ1RC26XLFZ7GD5RLHOYJS6OQICLH1|D      |INA    |7.0/03 |20,071,210,055,333 |SAP     |      |       |SAP     |20,071,210,055,333 |RSDS      |             |0GAE_APL_AR                   ZFLAT3_SAP|ODSO      |             |0GAE_APL                  |                         |                         |                         |                         |                         |         0 |               |         |0068FB52IC8ZGYD041DXNR1XZLULO1ME|                         |          |0068FB52IC8ZGYD041DXNR1XZLULO1ME|     |     |                                                            |
|  0MCM0EYD1IDURIVKE773D5AVOZ1P2CPA|D      |INA    |7.0/03 |20,071,121,202,046 |SAP     |      |       |SAP     |20,071,121,202,046 |RSDS      |             |0GCC_LSYSGRP_LOGICAL_MD       ZFLAT2_SAP|IOBJ      |ATTR         |0GCC_LSYS                 |                         |                         |                         |                         |                         |         0 |               |         |0CRPP089JI39Y14EQM3FEKOGDL8NCZKX|                         |          |0CRPP089JI39Y14EQM3FEKOGDL8NCZKX|     |     |                                                            |
|  0MD67ER2F3GWP7JKZ29RFNFK2J6MTQ1Y|D      |INA    |7.0/03 |20,071,220,220,951 |SAP     |      |       |SAP     |20,071,220,220,951 |RSDS      |             |0GCC_SUPP_HDR                 ZFLATF_LEG|ODSO      |             |0GCC_SUPH                 |                         |                         |                         |                         |                         |         0 |               |         |07Z3SB4FTOU1TTF0P78HN1VNX812QRVW|                         |          |07Z3SB4FTOU1TTF0P78HN1VNX812QRVW|     |     |                                                            |
|  0MDPEWP4ZAM7PL1IJU9CDWQ7VOISNP4Z|D      |INA    |7.0/03 |20,071,121,205,413 |SAP     |      |       |SAP     |20,071,121,205,413 |RSDS      |             |0GCC_OBJTEXT_PERM_FLD_TEXT    ZFLAT2_SAP|IOBJ      |TEXT         |0GCC_PRMFLD               |                         |                         |                         |                         |                         |         0 |               |         |0N4UEUE28VDCEAPS1AD985XDH482MAYW|                         |          |0N4UEUE28VDCEAPS1AD985XDH482MAYW|     |     |                                                            |
|  0MDT98QZN5NP2AP7KH56170OUMXCIO2Z|D      |INA    |7.0/03 |20,070,119,125,032 |SAP     |      |X      |SAP     |20,070,119,125,032 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2WCLNT023|CUBE      |             |0CCMSATIM                 |                         |                         |4H91T9MTO5BCT3PLLGFXDHK4T|4H91T9UI73X2BQ91RAI9NJIUL|                         |         0 |               |         |0IDAX66924SCDIOIY8W35JAROF98WE58|4H91TA26Q2IRUCSHX4KLXLHKD|          |0IDAX66924SCDIOIY8W35JAROF98WE58|     |     |                                                            |
|  0ME6ARP70A80IQQ8UON6WVD9OD0UOJWD|D      |INA    |7.0/05 |20,090,227,180,157 |SAP     |      |       |SAP     |20,090,227,180,157 |RSDS      |             |0GPC_TL_CATEGORY_TEXT         SAPGRC010 |IOBJ      |TEXT         |0GPC_TLCATE               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0ME6YGY3AULGBGP1PVIJV63U7SJ3F69A|D      |INA    |7.0/04 |20,080,919,062,247 |SAP     |      |X      |SAP     |20,080,919,062,247 |ODSO      |             |0FC_DS24                                |CUBE      |             |0FC_C24                   |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0MECLUWKAJT3PLYGMABWQEMD5ZA551E5|D      |INA    |7.0/04 |20,090,220,090,325 |SAP     |      |       |SAP     |20,090,220,090,325 |RSDS      |             |0FC_BP_ITEMS                  R/3701    |TRCS      |             |0FC_BP_ITEMS              |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MEDKVBZVWF54DCBYM67GHMSFOW79Q67|D      |INA    |7.0/03 |20,071,224,033,458 |SAP     |      |X      |SAP     |20,071,224,033,458 |RSDS      |             |0GAE_CNT_ATTR                 ZFLATF_2ND|IOBJ      |ATTR         |0GAE_SYSTEM               |                         |                         |                         |4GWAYKXGKR1AAO4YWTLHQW8J1|                         |         0 |               |         |09SI9LIQ8O26OLM9P1AGH5L2I5IXAO6G|4GWAYL553PMZTAOF2NNU0Y78T|          |09SI9LIQ8O26OLM9P1AGH5L2I5IXAO6G|     |     |                                                            |
|  0MEGAOK3RKLDNA3APXHOXG0APAHT6OMR|D      |INA    |7.0/04 |20,090,422,081,242 |SAP     |      |       |SAP     |20,090,422,081,242 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2WCLNT023|ODSO      |             |0CCMWDDBP                 |                         |                         |4H91TCU1KKCZKHTC0ZF1KB0VH|4H91TD1Q3IYP34CS6THDUCZL9|                         |         0 |               |         |0SPKQUHEMHT8KPE4C9BCXK8XOAG4IU4Z|4H91TD9EMHKELQW8CNJQ4EYB1|          |0SPKQUHEMHT8KPE4C9BCXK8XOAG4IU4Z|     |     |                                                            |
|  0MELN78TXBAX6H2GJQQJWYHDH9QLBG50|D      |INA    |7.0/03 |20,060,509,084,045 |SAP     |      |X      |SAP     |20,060,509,084,045 |RSDS      |             |0CCMS_DSR_DATA                SAP0.9    |CUBE      |             |0CCMDAHIR                 |                         |                         |3GKE2S17CNP5MPZEES9K9ZHO1|31NB1GB1QZIGMIPGX6AWDPZJL|                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MEO8WZ367WFSRUWIWHSH0XU6NAWNP86|D      |INA    |7.0/05 |20,090,227,183,242 |SAP     |      |       |SAP     |20,090,227,183,242 |RSDS      |             |0GRM_IN_STATUS_TEXT           SAPGRC010 |IOBJ      |TEXT         |0GRM_INSTAT               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MER9IY5NN6B85F811J9MKUSHEXRAJRU|D      |INA    |7.0/03 |20,071,210,171,920 |SAP     |      |X      |SAP     |20,071,210,171,920 |RSDS      |             |0GAE_CNT_TEXT                 PC_FILE   |IOBJ      |TEXT         |0GAE_SYSTEM               |                         |                         |                         |4GWABCB3DWL0LNTND8M2MY2WD|                         |         0 |               |         |0TSOAK4989NEL2KJIWHV3DC2PJRXW2Q2|4GWABCIRWV6Q4AD3J2OEX01M5|          |0TSOAK4989NEL2KJIWHV3DC2PJRXW2Q2|     |     |                                                            |
|  0MEXY8R670OF66EQ3OCAGZ11GXGG9EAB|D      |INA    |7.0/03 |20,060,912,162,937 |SAP     |      |X      |SAP     |20,060,912,162,937 |ODSO      |             |0UCIODS11                               |IOBJ      |ATTR         |0UC_CONNOBJ               |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0MEY86VWCKS287MUTX0MXD6YO5A4M15B|D      |INA    |7.0/03 |20,070,129,222,146 |SAP     |      |X      |SAP     |20,070,129,222,146 |ODSO      |             |0CIC_DS41                               |CUBE      |             |0CIC_C01                  |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |ODSO 0CIC_DS41 -> CUBE 0CIC_C01.                            |
|  0MF6PL18DNCZE6YGPT4NOVVQ5STNAJ3Q|D      |INA    |7.0/04 |20,090,422,082,208 |SAP     |      |       |SAP     |20,090,422,082,208 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2SCLNT023|ODSO      |             |0CCMWDHSD                 |                         |                         |4OQKWMLH0YTI5JUSFK46689PP|4OQKWMT5JXF7O6E8LE6IGA8FH|                         |         0 |               |         |0IWV2MHESM4MPWPQZ7WBGEM7H633QRFX|4OQKWN0U2W0X6SXOR88UQC759|          |0IWV2MHESM4MPWPQZ7WBGEM7H633QRFX|     |     |                                                            |
|  0MFE1HB6C4JEYTDGZGFEUGX96V4SCCUD|D      |INA    |7.0/03 |20,071,219,175,209 |SAP     |      |       |SAP     |20,071,219,175,209 |RSDS      |             |0GCC_ALLISTHDR                ZFLAT3_LEG|ODSO      |             |0GCC_ALHD                 |                         |                         |                         |                         |                         |         0 |               |         |08I4X4ILAKP8OSHC0C4KQGKA5KNIJUYB|                         |          |08I4X4ILAKP8OSHC0C4KQGKA5KNIJUYB|     |     |                                                            |
|  0MFFGI0V604B1K37PTHT6NIPKP55LLRN|D      |INA    |7.0/03 |20,080,105,171,038 |SAP     |      |X      |SAP     |20,080,105,171,038 |RSDS      |             |0GCC_RISKRS                   GAC000    |ODSO      |             |0GCC_RS                   |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MFSP4AWH0AGMU33Q9XTUC69V7EFZTN0|D      |INA    |7.0/03 |20,080,105,051,524 |SAP     |      |X      |SAP     |20,080,105,051,524 |RSDS      |             |0GCC_RULESET_TEXT             GAC000    |IOBJ      |TEXT         |0GCC_RULSET               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MG2AXLZHVJNEHC6D35Z3QNO79J5INKV|D      |INA    |7.0/03 |20,060,928,114,551 |SAP     |      |       |SAP     |20,060,928,114,551 |RSDS      |             |0CRM_CIC_EVENT_GROUP          P2CCLNT023|TRCS      |             |0CRM_CIC_EVGRP            |                         |                         |                         |                         |                         |         0 |               |         |03539VFM3KNV8922EOIMJ9RE2EOQWH9B|                         |          |03539VFM3KNV8922EOIMJ9RE2EOQWH9B|     |     |                                                            |
|  0MG8Q0NDHON3KNM7S53QTHXJ1JRSKN4T|D      |INA    |7.0/03 |20,080,124,161,428 |SAP     |      |       |SAP     |20,080,124,161,428 |RSDS      |             |0BA_ALM_CFBS                  PC_FILE   |IOBJ      |TEXT         |0BA_PLANACC               |                         |                         |                         |                         |                         |         0 |               |         |07YA7P2OO8UZ5RFP0LPB1X7B9TAIHBUP|                         |          |07YA7P2OO8UZ5RFP0LPB1X7B9TAIHBUP|     |     |                                                            |
|  0MG9ADLU9V0YM29YBG6HUEEQH7TAQAM9|D      |INA    |7.0/03 |20,071,204,013,215 |SAP     |      |       |SAP     |20,071,204,013,215 |RSDS      |             |0GCC_MITRISK_MD               ZFLAT2_SAP|IOBJ      |ATTR         |0GCC_MITRSK               |                         |                         |                         |                         |                         |         0 |               |         |0G74M33KXOQDWHZ206M353T5VWLDEO3S|                         |          |0G74M33KXOQDWHZ206M353T5VWLDEO3S|     |     |                                                            |
|  0MGC4DEHNEEOCFE8WAOB3Y7W35TLA7IC|D      |INA    |7.0/03 |20,070,427,130,845 |SAP     |      |X      |SAP     |20,070,427,130,845 |RSDS      |             |0XA_GLO_AMANU                 XSA010    |IOBJ      |ATTR         |0XAAMANUFA                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |xA TF Manufacturer ID ATTR: 0XA_GLO_AMANU -> 0XAAMANUFA     |
|  0MGNNGES5B4CP3X5XW7I7V2A5RPYMJO5|D      |INA    |7.0/03 |20,071,224,020,645 |SAP     |      |X      |SAP     |20,071,224,020,645 |RSDS      |             |0GAE_ATCH                     ZFLAT3_SAP|ODSO      |             |0GAE_ATCH                 |                         |                         |                         |4GWAQM5SOWKMX61L2E72DK65P|                         |         0 |               |         |0HTGB1C4QWPBNVKY61FKZVNRNQ8GHM88|4GWAQMDH7V6CFSL1889ENM4VH|          |0HTGB1C4QWPBNVKY61FKZVNRNQ8GHM88|     |     |                                                            |
|  0MHANTR64N9B7JCW2E99G8XGQVPGQ1JO|D      |INA    |7.0/04 |20,090,213,103,625 |SAP     |      |       |SAP     |20,090,213,103,625 |RSDS      |             |2LIS_03_BF                    R/3701    |TRCS      |             |2LIS_03_BF_TR             |4AKQ4P6CPD7T4YMF0BR69H2OM|                         |                         |4AKQ4PE18BTINL5V65TIJJ1EE|                         |         0 |               |X        |                                |4AKQ4PLPRAF867PBBZVUTL046|          |                                |     |     |                                                            |
|  0MHJJ84QAKIZVSP1NQDG8WYIJG1JBTV0|D      |INA    |7.0/03 |20,080,113,000,651 |SAP     |      |X      |SAP     |20,080,113,000,651 |RSDS      |             |0GAE_CTMFLD_LOC               GAC000    |ODSO      |             |0GAE_CMFL                 |                         |                         |                         |4836KOQL6H4IQLSAMJ8YCLR7I|                         |         0 |               |X        |                                |4836KOY9PFQ898BQSDBAMNPXA|          |                                |     |     |                                                            |
|  0MHR8L5KYTDIQ246DA2YXH0X9LJLB09T|D      |INA    |7.0/04 |20,080,521,105,637 |SAP     |      |X      |SAP     |20,080,521,105,637 |ODSO      |             |0FC_DS08                                |CUBE      |             |0FC_C011                  |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0MHWCRA1RHCDHF19BKSH95UNIW2CGFMY|D      |INA    |7.0/03 |20,071,210,044,114 |SAP     |      |       |SAP     |20,071,210,044,114 |RSDS      |             |0GAE_WPHST                    ZFLAT3_SAP|ODSO      |             |0GAE_WHST                 |                         |                         |                         |                         |                         |         0 |               |         |09M7Q1IDGSDA4E9CYYNYX866L8UYOLNE|                         |          |09M7Q1IDGSDA4E9CYYNYX866L8UYOLNE|     |     |                                                            |
|  0MI1ZWDUAXU4JJYAD7G4214VQ6P7COZ9|D      |INA    |7.0/04 |20,091,127,093,534 |SAP     |      |       |SAP     |20,091,127,093,534 |RSDS      |             |0UC_EWAOBJH_DATES             R/3701    |ODSO      |             |0UCW_DS13                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MI27N9HJTCYKZI5EC2MHPIB8X5JK3TZ|D      |INA    |7.0/03 |20,071,217,044,935 |SAP     |      |X      |SAP     |20,071,217,044,935 |RSDS      |             |0GPC_EVATYP_TEXT              SAP000001 |IOBJ      |TEXT         |0GPC_EVATYP               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MIIU19EHP8N7Y96KT049P0LC0XPO0RR|D      |INA    |7.0/03 |20,071,219,173,419 |SAP     |      |       |SAP     |20,071,219,173,419 |RSDS      |             |0GCC_ALLISTHDR                ZFLATF_2ND|CUBE      |             |0GCC_ALH                  |                         |                         |                         |                         |                         |         0 |               |         |012F7WEHRXE66ININZ04RU1I0SAJN2FL|                         |          |012F7WEHRXE66ININZ04RU1I0SAJN2FL|     |     |                                                            |
|  0MIM5JP2D10KP0BRE9XYLLMB5QBLJJTO|D      |INA    |7.0/03 |20,071,002,132,822 |SAP     |      |       |SAP     |20,071,002,132,822 |RSDS      |             |0OIS_LOCG_ATTR                SAP2      |IOBJ      |ATTR         |0OIS_LOCG                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MIN66E7VWCHKT3ZJ88EW2FSYG3X3BO4|D      |INA    |7.0/05 |20,090,303,220,421 |SAP     |      |       |SAP     |20,090,303,220,421 |RSDS      |             |0GPC_V0_TRESULT_TEXT          SAPGRC010 |IOBJ      |TEXT         |0GPC_TSRESU               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MIZL46SAGHCXC2OJUOKJYZTU5WMI1YL|D      |INA    |7.0/03 |20,071,224,033,458 |SAP     |      |X      |SAP     |20,071,224,033,458 |RSDS      |             |0GAE_CNT_ATTR                 ZFLATF_SAP|IOBJ      |ATTR         |0GAE_SYSTEM               |                         |                         |                         |4GWB6CFYJWZU2VV38USBMDIJX|                         |         0 |               |         |09SI9LIQ8O26OLM9P1AGH5L2I5IXAO6G|4GWB6CNN2VLJLIEJEOUNWFH9P|          |09SI9LIQ8O26OLM9P1AGH5L2I5IXAO6G|     |     |                                                            |
|  0MJ1AJO0F3UQ8TVHWCS41FAICSC7JU7Y|D      |INA    |7.0/03 |20,071,129,192,439 |SAP     |      |       |SAP     |20,071,129,192,439 |RSDS      |             |0GCC_RISKRS                   ZFLATF_LEG|ODSO      |             |0GCC_RSH                  |4GWB579GWEM181LFYO8HPUECT|                         |                         |4GWB57H5FD7QQO4W4IATZWD2L|                         |         0 |               |         |0RBHMTPLTA6QZB4V2QF8BS6SL6E5755H|4GWB57OTYBTG9AOCACD69YBSD|          |0RBHMTPLTA6QZB4V2QF8BS6SL6E5755H|     |     |                                                            |
|  0MJ3QWD70U08WJN59IHXZD8NAKHPBHWZ|D      |INA    |7.0/03 |20,080,124,161,428 |SAP     |      |       |SAP     |20,080,124,161,428 |RSDS      |             |0BA_ALM_CFBS                  ZFLAT4_LEG|IOBJ      |TEXT         |0BA_PLANACC               |                         |                         |                         |                         |                         |         0 |               |         |07YA7P2OO8UZ5RFP0LPB1X7B9TAIHBUP|                         |          |07YA7P2OO8UZ5RFP0LPB1X7B9TAIHBUP|     |     |                                                            |
|  0MJ7TDUT7PRBZ7NXKZ0NZE5KOVYCSRMW|D      |INA    |7.0/04 |20,080,228,080,908 |SAP     |      |       |SAP     |20,080,228,080,908 |RSDS      |             |0FC_STRAT_TEXT                SAP604    |IOBJ      |TEXT         |0FC_STRAT                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MJD6N4PAF4LX1HGE4ZPVD51MTWP7SGX|D      |INA    |7.0/03 |20,071,224,015,116 |SAP     |      |X      |SAP     |20,071,224,015,116 |RSDS      |             |0GAE_CSFLD_AR                 ZFLATF_LEG|ODSO      |             |0GAE_CSFL                 |                         |                         |                         |4GWB2N35D63TPK7HXW5529T0T|                         |         0 |               |         |0R6OY0AD3SCQ5F44B44ICVMHD29QKRQH|4GWB2NATW4PJ86QY3Q7HCBRQL|          |0R6OY0AD3SCQ5F44B44ICVMHD29QKRQH|     |     | RSDS 0GAE_CSFLD_AR VFACLNT000 -> ODSO 0GAE_CSFL            |
|  0MJHISPXZE3BLRNQTVB0OD2U72XQW734|D      |INA    |7.0/03 |20,071,129,191,851 |SAP     |      |X      |SAP     |20,071,129,191,851 |RSDS      |             |0GCC_RISKFUNC                 ZFLAT3_LEG|ODSO      |             |0GCC_RFH                  |4GWAPMJ0QDV9ILTLZXC3QG4KT|                         |                         |4GWAPMQP9CGZ18D25REG0I3AL|                         |         0 |               |         |0L0G1QQXT0M51L5RSH4OT8BIQOQBNKJ8|4GWAPMYDSB2OJUWIBLGSAK20D|          |0L0G1QQXT0M51L5RSH4OT8BIQOQBNKJ8|     |     |                                                            |
|  0MJJV0SSBXDB5PF8R9QTV2O30QAK3RFV|D      |INA    |7.0/03 |20,071,129,192,122 |SAP     |      |X      |SAP     |20,071,129,192,122 |RSDS      |             |0GCC_RISKOWN                  ZFLATF_SAP|ODSO      |             |0GCC_ROH                  |4GWB925ZS56H1NAPHCKJJD6I5|                         |                         |4GWB92DOB3S6K9U5N6MVTF57X|                         |         0 |               |         |05S3TIS8E01AVLQDGM6J2Z80QUQ8BU8U|4GWB92LCU2DW2WDLT0P83H3XP|          |05S3TIS8E01AVLQDGM6J2Z80QUQ8BU8U|     |     |                                                            |
|  0MJLDLOM2VREC0B1YBLP7XIAI9WJ3VRM|A      |ACT    |       |                 0 |00185381|      |X      |DDIC    |20,141,108,223,630 |ODSO      |             |ZO00217                                 |DEST      |             |ZOHSEM001                 |                         |                         |                         |                         |4WTDEGIQ0DF4JBZ4MWVTYF8Z4|         0 |               |         |                                |                         |          |0MJLDLOM2VREC0B1YBLP7XIAI9WJ3VRM|     |     |                                                            |
